car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Axio [ HYBRID X ] .. 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1520000
Toyota Axio [.HYBRID X.] 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,43107,1520000
Toyota Axio HYBRID [ X ] ... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1530000
Toyota Axio X- HYBRID 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,37091,1520000
Toyota Axio X.HYBRID..... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34550,1520000
Toyota Axio WHITE 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,49521,1690000
Toyota Axio SILVER 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",2015,90238,1710000
Honda Grace EX PACKAGE 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,28700,1795000
Honda Grace LED HYBRID 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,49000,1990000
Honda Grace EX DHAKA READY 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,38000,2000000
Toyota Axio New Shape 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,56000,1800000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,131000,1829995
Toyota Axio [ .X..-..HYBRID ] 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,1620000
Toyota Axio [ HYBRID X ] .. 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34560,1620000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,31804,1620000
Toyota Axio X - HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34072,1620000
"Toyota Prius S TOURING PKG, 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,88000,2650000
"Toyota Prius S TOURING PKG, BLACK 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,100000,2650000
"Toyota Prius Sun Roof, Pearl 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,54000,2800000
Toyota Esquire [ HYBRID GI ] ... 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560,2980000
Toyota Esquire GI HYBRID. 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2980000
Toyota Harrier HYB ADV PREMIUM 360 2016,Toyota,Harrier,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2500,39157,5300000
Toyota Noah [ G HYBRID ] ... 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2750000
Toyota Noah [ HYBRID - X ] .. 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560,2550000
Toyota Noah X.HYBRID 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2580000
"Toyota C-HR G LED PKG, BLACK 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,44600,3400000
"Toyota C-HR G LED PKG, GRAY T.T 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,66768,3250000
Toyota C-HR Hybrid 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34563,2750000
Toyota C-HR Black G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,20005,3080005
Toyota C-HR BOOST Impulse G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,19005,3280005
Toyota C-HR Modellista G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,22000,3250000
"Toyota C-HR G LED PKG, GRAY 2018",Toyota,C-HR,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1800,65894,3400000
Toyota Fielder WXB HYBRID 2015,Toyota,Fielder,2015,Automatic,Saloon,"Hybrid, Octane, LPG",1500,24987,1950000
Toyota Fielder Brown G Pkg Hybrid 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,109000,1750000
Toyota Fielder HYBRID G WxB BLACK 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,84000,1750000
Toyota Aqua S_PKG_HYBRID_ORANGE 2014,Toyota,Aqua,2014,Automatic,Hatchback,"Hybrid, Octane",1500,136000,1350000
Toyota Prius Red S Touring Hybrid 2016,Toyota,Prius,2016,Automatic,Hatchback,"Hybrid, Octane",1800,79000,2700000
Toyota Premio Pearl_FL_New_Shape 2017,Toyota,Premio,2017,Automatic,Saloon,"Hybrid, Octane",1500,44000,3150000
Toyota Land Cruiser 4WD 1995,Toyota,Land Cruiser,1995,Manual,Estate,Octane,2367,92458,750000
Toyota Corolla g editions filter 2005,Toyota,Corolla,2005,Automatic,Estate,Octane,1500,55256,1020000
Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Estate,Octane,1500,55000,1365000
Toyota Vitz Key Start 2010,Toyota,Vitz,2010,Automatic,Estate,Octane,1000,60000,845000
Toyota Corolla Rumion G Addition 2011,Toyota,Corolla,2011,Automatic,Estate,Octane,1500,56000,1450000
Toyota Sienta Read Wine 7Seat 2011,Toyota,Sienta,2011,Automatic,Estate,Octane,1500,41000,1260000
Toyota Axio g edition 2012,Toyota,Axio,2012,Automatic,Estate,Octane,1500,32323,1395000
Toyota Fielder mica blue g pkg 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,52800,1361000
Toyota Fielder X Limited. 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,57369,1355000
Toyota Wish Model- 2013,Toyota,Wish,2013,Automatic,Estate,Octane,1800,37000,2780000
Toyota Fielder G Silver PUSH SENSOR 2014,Toyota,Fielder,2014,Automatic,Estate,Octane,1500,188393,1660000
Toyota Hiace Gl All Auto 2016,Toyota,Hiace,2016,Automatic,Estate,Octane,2000,65000,2370000
Toyota Starlet reflect 1995,Toyota,Starlet,1995,Automatic,Hatchback,Octane,1500,143220,450000
Toyota ist G Grade Oil Run 2004,Toyota,ist,2004,Automatic,Hatchback,Octane,1300,69000,720000
Toyota Passo super fresh 2004,Toyota,Passo,2004,Automatic,Hatchback,Octane,1000,684552,545000
Toyota RunX very nice condition 2004,Toyota,RunX,2004,Automatic,Hatchback,Octane,1500,80000,880000
Toyota Raum G-Edition 2006,Toyota,Raum,2006,Automatic,Hatchback,Octane,1500,58652,985000
Toyota Vitz RS Push Octane1.5 2009,Toyota,Vitz,2009,Automatic,Hatchback,Octane,1500,60000,880000
Toyota Vitz Push Start 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1000,56192,870000
Toyota Vitz Super Fresh Octane 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1300,51504,950000
Toyota Axio X Fielder 2011,Toyota,Axio,2011,Automatic,Hatchback,Octane,1500,47000,1370000
Toyota Ractis G Push Start 2011,Toyota,Ractis,2011,Automatic,Hatchback,Octane,1500,56000,1190000
Toyota Vitz G Edition 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1329,71000,1050000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,37850,1095000
Toyota Vitz Jewela 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,86000,925000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1000,56248,985000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,48500,985000
Toyota Vitz S 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,45000,1200000
Toyota Vitz 2009,Toyota,Vitz,2015,Automatic,Hatchback,Octane,1000,73000,699000
Toyota v6 1995,Toyota,Other Model,1995,Automatic,MPV,Octane,3500,112255,1200000
Toyota Prado Land Cruiser 2004,Toyota,Prado,2004,Automatic,MPV,Octane,2700,125000,1850000
Toyota Alphard Sports Edition 2005,Toyota,Alphard,2005,Automatic,MPV,Octane,2400,45000,1995000
Toyota Noah S 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,82310,1200000
Toyota Passo city 2009,Toyota,Passo,2009,Automatic,MPV,Octane,1500,68320,1275000
Toyota Noah si 2012,Toyota,Noah,2012,Automatic,MPV,Octane,2000,48652,2370000
Toyota Noah si 2013,Toyota,Noah,2013,Automatic,MPV,Octane,2000,48000,2350000
Toyota Hiace GL 2015,Toyota,Hiace,2015,Automatic,MPV,Octane,2000,31950,2295000
Toyota Noah AMBULANCE 2015,Toyota,Noah,2015,Automatic,MPV,Octane,2000,45000,1480000
Toyota Hiace DX DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,8000,2580000
Toyota Hiace SUPER GL PUSH LED 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,90000,3220000
Toyota Hiace TRH 200 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,87000,2380000
Toyota Hiace Dual AC GL Silver 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,20005,2580000
Toyota Hiace DX 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,75000,2350000
Toyota Hiace SUPER GL DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,45557,2850000
Toyota Hiace GL 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,39500,2450000
Toyota Voltz 2012,Toyota,Voltz,2012,Automatic,null,Octane,1000,45855,1180000
Toyota Mark II S package 1997,Toyota,Mark II,1997,Automatic,Saloon,Octane,1500,55000,850000
Toyota MR2 তেলে চালিত 1997,Toyota,MR2,1997,Automatic,Saloon,Octane,1500,55000,850000
Toyota Starlet 1994,Toyota,Starlet,1998,Manual,Saloon,Octane,1331,179724,300000
Honda City Octane Driven 2000,Honda,City,2000,Automatic,Saloon,Octane,1500,75000,490000
Toyota Corolla Octane Driven 2003,Toyota,Corolla,2003,Automatic,Saloon,Octane,1500,118164,910000
Nissan Sunny marun clour 2003,Nissan,Sunny,2003,Automatic,Saloon,Octane,1300,89000,490000
Toyota Corolla x model 2004,Toyota,Corolla,2004,Automatic,Saloon,Octane,1500,60000,948000
Toyota Mark II GX110 (35th) 2004,Toyota,Mark II,2004,Automatic,Saloon,Octane,2000,90000,1285000
Toyota Allion G PKG 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,87500,1180000
Toyota Allion option auto 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,69000,1145000
Toyota Premio FL 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,2000,24600,1250000
Toyota RAV4 RAV 4 2005,Toyota,RAV4,2005,Automatic,Saloon,Octane,1800,76200,1565000
Toyota Allion Standard package 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,84313,1330000
Toyota Allion G 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,69854,1330000
Toyota Premio G Pkg 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,65850,1350000
Toyota Premio F-super fresh octane 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,68543,1660000
Toyota Premio Radewen 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,61000,1530000
Toyota Premio G 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,45623,1650000
Toyota Premio F 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,67000,1660000
Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,67300,1195000
Toyota Premio G SUPER PUSH 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,75200,1825000
Toyota Premio F 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,41000,1670000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62400,1720000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,52202,1725000
Toyota Axio super fresh 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,62425,1275000
Toyota Premio NEW SHAPE 2010,Toyota,Premio,2010,Automatic,Saloon,Octane,1500,72100,1955000
Toyota Vitz 2010,Toyota,Vitz,2010,Automatic,Saloon,Octane,1000,65000,720000
Toyota Axio G Ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,47000,1375000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,50000,1355000
Toyota Axio G ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,38550,1295000
Toyota Axio X Hid 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,70206,1350000
Toyota Passo sette g edition 2011,Toyota,Passo,2011,Automatic,Saloon,Octane,1500,32343,1390000
Toyota Premio EX 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,43000,1980000
Toyota Premio FL-HID. 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,68289,1895000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,62000,1760000
Toyota Sienta 7seat+door power 2011,Toyota,Sienta,2011,Automatic,Saloon,Octane,1500,49536,1428000
Toyota Vitz rx 2011,Toyota,Vitz,2011,Automatic,Saloon,Octane,1320,32432,1360000
"Toyota Auris s"" stails 2012",Toyota,Auris,2012,Automatic,Saloon,Octane,1500,48278,1475000
Toyota Axio super fresh octane 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1331,43212,1460000
Toyota Axio G- Edition 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,58278,1375000
Toyota Axio G Push Start 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,40000,1465000
Toyota Premio G SUPER PUSH 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,63200,2090000
Toyota Premio G supar 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,52000,2050000
Toyota Allion G Edition 2013,Toyota,Allion,2013,Automatic,Saloon,Octane,1500,61000,1950000
Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,1500,2065000
Toyota Premio G-Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,45534,2290000
Toyota Allion G PKG HID LTD 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,46500,2095000
Toyota Allion g plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,36000,2150000
Toyota Allion Super fresh-A15 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,48452,2095000
Toyota Allion G. Plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,42000,2120000
Toyota Auris PUSH HID LTD 2014,Toyota,Auris,2014,Automatic,Saloon,Octane,1500,61000,1650000
Toyota Premio FEX Package 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,37521,2300000
Toyota Premio G supar 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,55000,2299000
Toyota Premio F Ex 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,48277,2265000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,35000,1380000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,33000,1380000
Toyota Allion 3 Months Used 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,77000,2395000
Toyota Allion G Plus Octane drive 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,55000,2290000
Toyota Axio G package BANK LONE 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000,880000
Toyota Axio এক্স (ব্যাংক লোন) 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000,880000
Toyota Axio X SILVER DHAKA AP 4 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,63932,1770000
Toyota Axio X 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,77792,1800000
Toyota Premio F EX PACKAGE 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,37000,2400000
Toyota Premio F EX Seat Power 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42000,2350000
Toyota Premio Seat Power IDOL Stop 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42120,2335000
Toyota Premio G SUPERIOR 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,36700,2395000
Toyota Premio G supar 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,52000,2399000
Toyota Premio EX G PKG Bank Loan 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,69000,1650000
Toyota Premio G Superior EX Octane 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,47312,2380000
"Toyota Allion G,OLD SHAPE 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,14568,2730000
"Toyota Allion G PACKAGE, PEARL 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,29800,2845000
Toyota Axio Non Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,Octane,1500,71000,1900000
Toyota Esquire Noah 2016,Toyota,Esquire,2016,Automatic,Saloon,Octane,2000,25000,3680000
Toyota Premio F-EX 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,32350,2950000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27000,2720000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36217,2820000
Toyota Premio Fl 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,42000,3220000
Toyota Premio Ex package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36458,2950000
Toyota Premio F 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27147,2750000
Toyota Allion G LED 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,43000,2800000
Toyota Allion A-15 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,30000,2700000
Toyota Allion Mica Blue G Pkg 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,14500,3050000
Toyota Allion G PLUS 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,22948,3050000
Toyota Allion G Package 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,47412,3130000
Toyota Axio Wxb Non Hybrid 2017,Toyota,Axio,2017,Automatic,Saloon,Octane,1500,11598,2600000
Toyota C-HR CHR TURBO OCTANE 2017,Toyota,C-HR,2017,Automatic,Saloon,Octane,1331,36500,2860000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,28277,3065000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,23951,3095000
Toyota Premio f ex package 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,25000,2985000
Toyota Premio Ex 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,56000,3400000
Toyota Premio Ex Pkg 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,19000,3250000
Toyota Premio 2014,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,43000,2450000
Toyota Premio 2015,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,80000,2480000
Toyota Premio F-EX 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,15000,3400000
Toyota Allion G LED/308 KM 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,308,3150000
Toyota Allion G 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,30000,3000000
Toyota Allion G/Black Push 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,32200,3150000
Toyota Premio Ex AP 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,19000,3680000
Toyota Premio FL 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000,3280000
Toyota Premio Fl Pkg 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,25000,3430000
Toyota Premio F-EX PKG 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000,3550000
Toyota Premio F Ex/Pearl Point 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,12975,3500000
Toyota Premio Ex 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,5000,3800000
Toyota Premio Ex Brand 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,22,3770000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6500,3900000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,7000,3900000
Toyota Premio 2017,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,36000,2899999
Toyota Premio Bronze F EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,17000,3799999
Toyota Premio F Ex/Wine 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6000,3740000
Toyota Premio Mica Blue F-EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,8785,3890000
Toyota Sienta 2013,Toyota,Sienta,2019,Automatic,Saloon,Octane,1500,30727,1600000
Toyota Premio 000KM SSSS Point 2020,Toyota,Premio,2020,Automatic,Saloon,Octane,1500,6,3880000
Toyota RAV4 SunRoof 1999,Toyota,RAV4,1999,Automatic,SUV / 4x4,Octane,2000,55000,850000
Toyota RAV4 L Octane driven 2000,Toyota,RAV4,2000,Automatic,SUV / 4x4,Octane,1800,78000,1290000
Toyota Hilux 1997,Toyota,Hilux,2001,Manual,SUV / 4x4,Octane,3400,120000,1900000
Toyota Noah very nice condition 2003,Toyota,Noah,2003,Automatic,SUV / 4x4,Octane,2000,80000,965000
Toyota Prado GX Ltd. 2003,Toyota,Prado,2003,Automatic,SUV / 4x4,Octane,2700,75201,2800000
Toyota Harrier Lexus 2004,Toyota,Harrier,2004,Automatic,SUV / 4x4,Octane,2400,65600,2050000
Toyota RAV4 G Edition Push 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,Octane,2362,54000,1650000
Toyota RAV4 OCTEN DRIVE 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,51000,1675000
Toyota RAV4 SunRoof New Shape 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,35000,1850000
Toyota Rush hard jeep 2006,Toyota,Rush,2006,Automatic,SUV / 4x4,Octane,1500,88650,1120000
Toyota Rush g 2007,Toyota,Rush,2007,Automatic,SUV / 4x4,Octane,1500,57650,1250000
Toyota Prado Tx Limited. 2009,Toyota,Prado,2009,Automatic,SUV / 4x4,Octane,2700,65214,5875000
Toyota RAV4 2003,Toyota,RAV4,2009,Automatic,SUV / 4x4,Octane,2000,56000,1150000
Toyota Rush G 2009,Toyota,Rush,2009,Automatic,SUV / 4x4,Octane,1500,47521,1260000
Toyota Prado TX 2013,Toyota,Prado,2013,Automatic,SUV / 4x4,Octane,2700,47000,7290000
Toyota Harrier Advance Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,46121,5150000
Toyota Harrier sunroof 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,14324,4850000
Toyota Harrier Adv. Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,47700,4650000
Toyota Harrier BLACK ELEGANCE PKG 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,55870,5400000
Toyota Land Cruiser Prado TX LTD 2014,Toyota,Land Cruiser,2014,Automatic,SUV / 4x4,Octane,2700,15268,8500000
Toyota Prado tx 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Octane,2700,35000,7400000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,45000,5500000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,21000,5590000
Toyota Harrier ADVANCE PREMIUM -2 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,29356,5995000
Toyota Hiace Super GL/2 Door PWR 2017,Toyota,Hiace,2017,Automatic,SUV / 4x4,Octane,2000,33000,3380000
Honda H-RV G 2019,Honda,H-RV,2019,Automatic,SUV / 4x4,Octane,1500,9000,3290000
Toyota Fielder AXIO 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,65000,1215000
Toyota Fielder X fresh condition 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,58250,1199000
Toyota Vitz Key Start 2008,Toyota,Vitz,2008,Automatic,Hatchback,"Octane, LPG",1000,75000,700000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,"Octane, LPG",1320,57580,1095000
Toyota Noah X 2004,Toyota,Noah,2004,Automatic,MPV,"Octane, LPG",2000,85320,999999
Toyota Corolla 100 1993,Toyota,Corolla,1993,Automatic,Saloon,"Octane, LPG",1331,96000,390000
Toyota Allion LPG 2004,Toyota,Allion,2004,Automatic,Saloon,"Octane, LPG",1500,61234,1320000
Toyota Probox black 2004,Toyota,Probox,2004,Automatic,Saloon,"Octane, LPG",1500,96000,530000
Toyota Allion A15 G Edition LPG 2006,Toyota,Allion,2006,Automatic,Saloon,"Octane, LPG",1500,65230,1345000
Toyota Noah si smart 2010,Toyota,Noah,2010,Automatic,Saloon,"Octane, LPG",2000,53000,1895000
Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,"Octane, LPG",1500,48000,1880000
Toyota Allion G Edition 2011,Toyota,Allion,2011,Automatic,Saloon,"Octane, LPG",1500,86245,1820000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,"Octane, LPG",1500,62000,1310000
Toyota Premio EX 2012,Toyota,Premio,2012,Automatic,Saloon,"Octane, LPG",1500,39000,2050000
Toyota Axio G 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,57285,1525000
Toyota Axio G Push 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,47800,1485000
Toyota Premio G 2013,Toyota,Premio,2013,Automatic,Saloon,"Octane, LPG",1500,38400,2075000
Toyota Land Cruiser VX 1995,Toyota,Land Cruiser,1995,Automatic,SUV / 4x4,"Octane, LPG",4500,85000,1745000
Toyota Kluger V 2002,Toyota,Kluger,2002,Automatic,SUV / 4x4,"Octane, LPG",2400,70000,1650000
Nissan Murano G Limited Edition 2005,Nissan,Murano,2005,Automatic,SUV / 4x4,"Octane, LPG",2500,42000,1950000
Toyota RAV4 push start 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Octane, LPG",2362,63000,1590000
Toyota Fielder G PACKAGE PURPLE 2014,Toyota,Fielder,2014,Automatic,Estate,"Octane, Other fuel type",1500,63000,1750000
Mazda Axela 15S Package Blue 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,10000,2200000
Mazda Axela 15S Package Red 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,111000,2150000
Nissan X-Trail PEARL_20X_EMERGENCY 2014,Nissan,X-Trail,2014,Automatic,SUV / 4x4,"Octane, Other fuel type",2000,102000,3800000
Toyota Aqua G Push Black 2013,Toyota,Other Model,2013,Automatic,Hatchback,Petrol,1500,42000,1115000
Toyota Noah KR42 recondition 2005,Toyota,Noah,2005,Automatic,MPV,Petrol,1800,49000,1550000
